agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_class,param_agent_discount,param_agent_grid_size,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_min_visits,param_agent_num_iters,param_agent_r_max,param_agent_target_update_freq,param_agent_use_vmax,param_agent_v_max,param_agent_vmax,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_checkpoint_freq,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
DRMAgent,sweep_c126,5,0.9265430092811584,0.0014222578168133495,0.0006360530319850185,0.9248793721199036,0.9279184341430664,0.9270771741867064,0.9251717925071716,0.927668273448944,DRMAgent,0.99,5,479.0,0.00139856,9.27253,,,1.0,64.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,4,0,1000000,1,True,4096
DRMAgent,sweep_c134,5,0.9246584415435791,0.001704454154468174,0.0007622550707845527,0.9218958020210266,0.926485538482666,0.9251216650009156,0.9244920611381532,0.9252971410751344,DRMAgent,0.99,5,275.0,0.000864137,2.5237,,,1.0,64.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,1,0,1000000,1,True,2048
DRMAgent,sweep_c56,5,0.923936128616333,0.000918997140610501,0.0004109880155066025,0.9227855801582336,0.9249438643455504,0.9243347644805908,0.9231573343276978,0.9244590997695924,DRMAgent,0.99,5,186.0,0.00129977,2.18445,,,1.0,256.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,1,0,1000000,2,True,512
DRMAgent,sweep_c181,5,0.922074294090271,0.004348262342663351,0.0019446020364395473,0.914308488368988,0.9243619441986084,0.9240056276321412,0.9236627221107484,0.9240326881408693,DRMAgent,0.99,5,472.0,0.000939964,1.72149,,,1.0,64.0,True,1.0,,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,2,0,1000000,1,True,2
RMaxNFQAgent,sweep_c41,5,0.9183943510055542,0.0076760760527193155,0.0034328455708677297,0.9057132005691528,0.9247824549674988,0.9201749563217164,0.9174320697784424,0.9238690733909608,RMaxNFQAgent,0.99,5,,6.21643e-05,18.7996,187.0,22.0,,,,,1.0,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,4,0,1000000,16,True,1024
DRMAgent,sweep_c192,5,0.9151356816291809,0.008960978814158896,0.004007471554678949,0.8999387621879578,0.922705888748169,0.9169270992279052,0.915532648563385,0.9205740094184875,DRMAgent,0.99,5,181.0,0.00177818,16.6868,,,1.0,2048.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,1,0,1000000,1,True,4
DRMAgent,sweep_c166,5,0.9109398603439331,0.0074063234054914705,0.0033122085196053332,0.9020516276359558,0.920850157737732,0.910536289215088,0.9060564637184144,0.9152047634124756,DRMAgent,0.99,5,23.0,0.000329846,18.5948,,,1.0,2048.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,1,0,1000000,4,True,2048
DRMAgent,sweep_c99,5,0.9085784196853638,0.03640898735473339,0.016282594143422823,0.8434544205665588,0.9256466627120972,0.9247145056724548,0.9242289662361144,0.9248475432395936,DRMAgent,0.99,5,348.0,0.0006859,10.9204,,,1.0,512.0,True,1.0,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,4,0,1000000,1,True,2
DRMAgent,sweep_c71,5,0.9060163855552673,0.01041741293283635,0.004658808693501506,0.889375627040863,0.9146925806999208,0.9107077717781068,0.9024312496185304,0.912874698638916,DRMAgent,0.99,5,239.0,0.000159843,2.11946,,,1.0,64.0,True,1.0,,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,16,1,1,0,1000000,1,True,512
RMaxNFQAgent,sweep_c24,5,0.9047431707382202,0.016508309896581603,0.007382740624477797,0.8820510506629944,0.9261987209320068,0.9035101532936096,0.898553192615509,0.9134027361869812,RMaxNFQAgent,0.99,5,,2.14205e-06,3.58507,346.0,83.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,0,0,1000000,4,True,2
